Id,Attrition
1,0.3956009107343336
2,0.3907126168187835
3,0.4242011865504275
4,0.4163354566456046
5,0.37201588265816043
6,0.3625132663372164
7,0.4557921181725754
8,0.47187785068940163
9,0.41650570279244303
10,0.40460472408703974
11,0.32942479000893005
12,0.4170903987877206
13,0.41207657344795073
14,0.3912871652543203
15,0.37873936480409703
16,0.4111468211416569
17,0.44699942289501776
18,0.42580587690612026
19,0.38414639129477257
20,0.3543943019152767
21,0.37610731351359994
22,0.5347362586088343
23,0.4213584599607296
24,0.3902850392256431
25,0.4063126076712864
26,0.3628964807123648
27,0.3668279457330143
28,0.36793136852297775
29,0.5339040833802581
30,0.4034294797818185
31,0.3789332457578078
32,0.3930266999894718
33,0.4147178438601359
34,0.4544140145965373
35,0.33872446089590874
36,0.34050012890819403
37,0.3277766879552094
38,0.3463164551963671
39,0.46617749020484295
40,0.4236901557200921
41,0.5110377129662487
42,0.4218604996774886
43,0.3530179618953811
44,0.3992121113591793
45,0.3125683954934064
46,0.41210799458697484
47,0.4325459975492804
48,0.3852273541773883
49,0.3116937331175149
50,0.41872603383633683
51,0.46373014572615556
52,0.392912312507944
53,0.4144243281934165
54,0.47859645714053034
55,0.42728833641615394
56,0.4411799813563813
57,0.38212967134158343
58,0.5215382093302369
59,0.3419301547413779
60,0.39001458721490806
61,0.41416376516609354
62,0.40941778905923115
63,0.4720152386446506
64,0.31585531979573883
65,0.39718756837390184
66,0.37706802464709643
67,0.3964843826359406
68,0.42728631178597143
69,0.4245979062494635
70,0.39976373799028536
71,0.41526703844240836
72,0.41518485908127295
73,0.40670666357688207
74,0.4188178160537943
75,0.4027075827113363
76,0.4910628789057124
77,0.41847676678714185
78,0.43970221949261395
79,0.37514439055490717
80,0.45747251131768535
81,0.38553551892112026
82,0.4152591908084662
83,0.4066525164591277
84,0.30504554080984236
85,0.41628158477576516
86,0.4024224254488413
87,0.4411799813563813
88,0.40269479743048064
89,0.42086781238376975
90,0.4471235379998339
91,0.4488195499471782
92,0.3837673516295417
93,0.4250402523687267
94,0.4319516116627117
95,0.5340201374004331
96,0.45574193712105054
97,0.4251613437681823
98,0.40752631286068036
99,0.3653477721296989
100,0.3159561062030127
101,0.42004617630375357
102,0.3647340364829587
103,0.37290181136030354
104,0.4265309892840034
105,0.44903641537326994
106,0.4325357420274777
107,0.43753110832164827
108,0.3962470381944492
109,0.3734196028145944
110,0.37043255833456584
111,0.3940155951166325
112,0.45941848569386634
113,0.4159354740913553
114,0.3826091494200751
115,0.4114789339067242
116,0.32648345208575363
117,0.374985228012462
118,0.35902281731850466
119,0.3927468488926257
120,0.3904230554910254
121,0.4557921181725754
122,0.39129621116055047
123,0.3718073605436335
124,0.4607029432441899
125,0.41068614925890934
126,0.36882462851050557
127,0.36431441937625486
128,0.44758041055911096
129,0.471732071689132
130,0.4129385871250852
131,0.4293393439242941
132,0.3539234001186257
133,0.3842374973955346
134,0.39454615568826346
135,0.3701642269826888
136,0.37610731351359994
137,0.5480019291206167
138,0.3561209447016223
139,0.4730157493523514
140,0.30011543626848136
141,0.40819203464283904
142,0.4526007426326494
143,0.37157887498498093
144,0.37478607967683375
145,0.3900888751631611
146,0.4425781539893174
147,0.41635381069457755
148,0.48273133145233305
149,0.4206209485534431
150,0.4477769580921542
151,0.4174032192781432
152,0.43398437466195217
153,0.3665165033938117
154,0.5266688980481586
155,0.36431441937625486
156,0.3930122496969248
157,0.3647340364829587
158,0.387051804959128
159,0.3739775408800739
160,0.3255109058459892
161,0.4764092102847525
162,0.4092050144218136
163,0.3600689438459326
164,0.36947793324906164
165,0.4032674509280775
166,0.429192619085926
167,0.4290071967800983
168,0.4086450835624335
169,0.3552943016824429
170,0.40440670898876097
171,0.392468809721901
172,0.33872613482777697
173,0.42588012791956387
174,0.4612073838713814
175,0.372575503312987
176,0.4475942809687738
177,0.4136241173439979
178,0.43185913606297643
179,0.35142225297567214
180,0.4789847094439581
181,0.4681154867348413
182,0.43200593423997813
183,0.49311544636852306
184,0.393902970980109
185,0.5208265505995735
186,0.40847267720334196
187,0.3301707926367052
188,0.40847267720334196
189,0.3572258044661386
190,0.40419672670449364
191,0.43604976710345533
192,0.4114805269037823
193,0.34869269621246857
194,0.4557921181725754
195,0.46304842922608086
196,0.4435655450822622
197,0.4475942809687738
198,0.43437044409785214
199,0.3538683713765411
200,0.43580115944195863
201,0.454751479464453
202,0.43693883258007976
203,0.5023553136941685
204,0.4312908862271754
205,0.4134961610198615
206,0.383399485060666
207,0.4699591871009291
208,0.4343359069828512
209,0.3758727414686106
210,0.4532278091457417
211,0.4948969229335575
212,0.3841221328275461
213,0.42923756832042065
214,0.3976213652736175
215,0.4974983929887951
216,0.5111639360250394
217,0.4841900185128897
218,0.4268468350131237
219,0.44098197756871504
220,0.3874501605056718
221,0.4210590941676755
222,0.41487916461177626
223,0.42793434922308166
224,0.44586013502557964
225,0.45087126655624604
226,0.39976373799028536
227,0.44801563709271575
228,0.3987585494744626
229,0.37800114741494417
230,0.38053598796019206
231,0.4864607815846666
232,0.4172680138777376
233,0.40456889366663884
234,0.4475081718343656
235,0.35518251138838575
236,0.40821545654916574
237,0.42080221313396926
238,0.31684589527773366
239,0.5092186780898302
240,0.3733408262309848
241,0.3673809657357997
242,0.3888035967772112
243,0.4637399863635976
244,0.4977811555274945
245,0.3561209447016223
246,0.31902760946982794
247,0.4874788857998215
248,0.3813508580764641
249,0.3485111798889561
250,0.3625132663372164
251,0.3779925480843264
252,0.3900466151548877
253,0.3867062194947727
254,0.40674506792713727
255,0.38276577248274735
256,0.5054798320802116
257,0.3561382639470405
258,0.428948244669852
259,0.397923871411911
260,0.492030517274391
261,0.36431441937625486
262,0.39783937047656415
263,0.48320850544259164
264,0.4523968850825151
265,0.4596168782975998
266,0.43772984769757983
267,0.3540503389996012
268,0.3759517555061276
269,0.4607029432441899
270,0.4534374543955978
271,0.37165750028313616
272,0.4056542336914594
273,0.5566102625946214
274,0.47152942238592893
275,0.4835901188203867
276,0.4096523133102658
277,0.3969125757073251
278,0.4237001227998658
279,0.4068257448845906
280,0.4078225279002528
281,0.45607537302555423
282,0.4686009045152842
283,0.4090057199680704
284,0.37903521903283693
285,0.48236768696887944
286,0.5014911873002572
287,0.4050226347849562
288,0.40548576922786045
289,0.37725875271193865
290,0.44661465869512035
291,0.4743890325503567
292,0.4126719734717637
293,0.38580767173924685
294,0.40354829563597405
295,0.37591886846911504
296,0.4344047586787658
297,0.3860501056871925
298,0.3799355816659273
299,0.47663691098250627
300,0.4134961610198615
301,0.3729171198932013
302,0.34982662121427555
303,0.39963212004622073
304,0.4936471679123978
305,0.37610731351359994
306,0.37514439055490717
307,0.4178437909459148
308,0.38311101968443306
309,0.3840627138694924
310,0.40130803676036464
311,0.40269479743048064
312,0.4514893078986898
313,0.44911035594496557
314,0.4412879105747284
315,0.41850575642920584
316,0.4543930755975384
317,0.4931829866678592
318,0.3761637872062734
319,0.35894531474641556
320,0.4366480717512553
321,0.4172680138777376
322,0.46052017117517224
323,0.36982625555181753
324,0.42556637411346276
325,0.49972754342097336
326,0.3757854061265293
327,0.4758846218485243
328,0.4299351043465145
329,0.4339157524120844
330,0.4478716829388465
331,0.404464711337947
332,0.40196057722351713
333,0.3858625944395391
334,0.3626791258885338
335,0.4372027497266491
336,0.35285757557561714
337,0.39348666915866426
338,0.38267106086809305
339,0.4173694931308872
340,0.47154999354917687
341,0.4072266901764741
342,0.46898286833934477
343,0.3047322140095008
344,0.47441296055886545
345,0.40225937006757934
346,0.44801563709271575
347,0.4488369230601054
348,0.405690501342203
349,0.3740480690047454
350,0.39925927030811215
351,0.3490844003586309
352,0.38752570169558714
353,0.45445570089629134
354,0.39219857813995956
355,0.36431441937625486
356,0.4638777008911531
357,0.47665710778476533
358,0.39480296052366
359,0.3867217452543824
360,0.4466812136478595
361,0.3696156548377678
362,0.37106836742516225
363,0.3949178673938131
364,0.43723409501846455
365,0.47064579908898024
366,0.41552007852190087
367,0.417034000627371
368,0.41619194500898327
369,0.4034037452219244
370,0.46205027154460054
371,0.42135878525145937
372,0.3458477836451244
373,0.38353976573502885
374,0.4703634580977423
375,0.41154400826798604
376,0.4404944321749535
377,0.45074419927488696
378,0.42949653984000685
379,0.4487869749374973
380,0.36079222526644944
381,0.46877142831523416
382,0.41352445226669
383,0.31943666898094303
384,0.37726257243800626
385,0.472904954133638
386,0.48119526365968646
387,0.4795867622512594
388,0.49235940945765555
389,0.44237680527850887
390,0.4569531255790566
391,0.3910650215505818
392,0.2909883835084521
393,0.4713443798397797
394,0.39703476494225387
395,0.3620411674264816
396,0.40364306245343307
397,0.48733475599753007
398,0.30011543626848136
399,0.3121033527099874
400,0.37183391220248574
401,0.38999349643237063
402,0.3522206077836239
403,0.4013919645476567
404,0.42728631178597143
405,0.41433130016849545
406,0.33745797862503146
407,0.38380899857740614
408,0.4709158584457419
409,0.40744194080119644
410,0.4253837855868242
411,0.38946588335084803
412,0.36181522676731154
413,0.4018482820207261
414,0.3977610707938181
415,0.40364306245343307
416,0.31902760946982794
417,0.5025238353104636
418,0.4116169505203999
419,0.34080087965713823
420,0.40494373253171384
421,0.42292333924672004
422,0.4472316743389881
423,0.38306382232879127
424,0.45201854143124826
425,0.4151627111024283
426,0.36974199867623925
427,0.4404143803276841
428,0.36175471224504785
429,0.40721943185367127
430,0.4281500991932824
431,0.3976213652736175
432,0.3733408262309848
433,0.3625132663372164
434,0.34029595761518994
435,0.4287310970183706
436,0.3255233375910513
437,0.4348928013331592
438,0.3907928340414394
439,0.3570258094761625
440,0.3625132663372164
441,0.40297362910885515
442,0.4108494583568214
443,0.3813198905832341
444,0.3173735986987992
445,0.4181098598454442
446,0.40216973617993246
447,0.38719096100318035
448,0.42469716887128206
449,0.3827267604264699
450,0.42468640792580425
451,0.39743050094969273
452,0.43845962637947405
453,0.5101051535713202
454,0.42779019279734276
455,0.4222644417344986
456,0.3445314911469322
457,0.524246920360903
458,0.4637399863635976
459,0.4741997765434621
460,0.4176319172052329
461,0.39021518394856086
462,0.3274339743059614
463,0.4818746744448847
464,0.46117171062448437
465,0.49503611237588224
466,0.4557921181725754
467,0.5407739099904156
468,0.43474340482969137
469,0.3856914262389742
470,0.3625132663372164
